replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Min,trainer/Policy Action Mean,trainer/Policy Action Std,trainer/Policy Action Max,trainer/Policy Action Min,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,exploration/env_infos/final/reward_run Mean,exploration/env_infos/final/reward_run Std,exploration/env_infos/final/reward_run Max,exploration/env_infos/final/reward_run Min,exploration/env_infos/initial/reward_run Mean,exploration/env_infos/initial/reward_run Std,exploration/env_infos/initial/reward_run Max,exploration/env_infos/initial/reward_run Min,exploration/env_infos/reward_run Mean,exploration/env_infos/reward_run Std,exploration/env_infos/reward_run Max,exploration/env_infos/reward_run Min,exploration/env_infos/final/reward_ctrl Mean,exploration/env_infos/final/reward_ctrl Std,exploration/env_infos/final/reward_ctrl Max,exploration/env_infos/final/reward_ctrl Min,exploration/env_infos/initial/reward_ctrl Mean,exploration/env_infos/initial/reward_ctrl Std,exploration/env_infos/initial/reward_ctrl Max,exploration/env_infos/initial/reward_ctrl Min,exploration/env_infos/reward_ctrl Mean,exploration/env_infos/reward_ctrl Std,exploration/env_infos/reward_ctrl Max,exploration/env_infos/reward_ctrl Min,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,evaluation/env_infos/final/reward_run Mean,evaluation/env_infos/final/reward_run Std,evaluation/env_infos/final/reward_run Max,evaluation/env_infos/final/reward_run Min,evaluation/env_infos/initial/reward_run Mean,evaluation/env_infos/initial/reward_run Std,evaluation/env_infos/initial/reward_run Max,evaluation/env_infos/initial/reward_run Min,evaluation/env_infos/reward_run Mean,evaluation/env_infos/reward_run Std,evaluation/env_infos/reward_run Max,evaluation/env_infos/reward_run Min,evaluation/env_infos/final/reward_ctrl Mean,evaluation/env_infos/final/reward_ctrl Std,evaluation/env_infos/final/reward_ctrl Max,evaluation/env_infos/final/reward_ctrl Min,evaluation/env_infos/initial/reward_ctrl Mean,evaluation/env_infos/initial/reward_ctrl Std,evaluation/env_infos/initial/reward_ctrl Max,evaluation/env_infos/initial/reward_ctrl Min,evaluation/env_infos/reward_ctrl Mean,evaluation/env_infos/reward_ctrl Std,evaluation/env_infos/reward_ctrl Max,evaluation/env_infos/reward_ctrl Min,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
618000,0.016933901,0.018220695,63.704575,-63.69571,0.3955361,-61.75167,-66.71403,-63.69686,0.3834107,-62.433495,-66.67853,-63.667534,0.42530993,-61.69507,-66.506836,0.0169339,0.034054954,0.45816636,1.0608346e-08,0.018220693,0.043313585,0.54527324,1.2585951e-07,1.0,0.0,1.0,1.0,618000,618,1000.0,0.0,1000,1000,-0.5514855889872162,0.07376835993260884,0.40527486622966846,-0.9050898983745497,-551.4855889872161,0.0,-551.4855889872161,-551.4855889872161,0.9608320040879205,0.05834696906025532,1.0,0.6469600268244403,1,-551.4855889872161,0.04305674205045018,0.0,0.04305674205045018,0.04305674205045018,0.8564465096266353,0.0,0.8564465096266353,0.8564465096266353,0.0044759163396606225,0.06835250404107392,1.0048891985401172,-0.3489304276435068,-0.5319281165009937,0.0,-0.5319281165009937,-0.5319281165009937,-0.5118984065327004,0.0,-0.5118984065327004,-0.5118984065327004,-0.5559615053268768,0.026238907938277704,-0.4578166833314577,-0.6000000000000001,3085000,3085,1000.0,0.0,1000,1000,-0.5957230368113605,0.07480297571908408,0.925260059248602,-1.0318438986274165,-595.7230368113717,1.4616862702563858,-594.1213709502348,-597.5602594106498,1.0,0.0,1.0,1.0,5,-595.7230368113717,6.938893903907228e-17,1.3877787807814457e-16,3.469446951953614e-16,0.0,1.0126122587176019,0.13095676945630383,1.1619691066338904,0.7886050548720033,0.004276963188639484,0.07480297571908408,1.525260059248602,-0.43184389862741646,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.0046734019997529685,2.1444987659997423,0.4352465200008737,0.014558575001501595,0.006874186999993981,5.816690648998701,8.422542099000566,5180.109348961982,616
619000,0.019037064,0.019174876,63.725784,-63.66413,0.35400197,-60.65397,-66.216354,-63.668015,0.35656554,-60.63668,-66.24154,-63.617558,0.3893617,-60.34848,-66.171486,0.019037064,0.037904248,0.4925304,9.784708e-08,0.019174878,0.035616543,0.44812092,2.8172508e-08,1.0,0.0,1.0,1.0,619000,619,1000.0,0.0,1000,1000,-0.5520745887309279,0.07151230565651599,0.3128855857601913,-0.8481409401633566,-552.0745887309284,0.0,-552.0745887309284,-552.0745887309284,0.961137267188093,0.05826311138402554,1.0,0.6372169956185021,1,-552.0745887309284,0.0037176290470308793,0.0,0.0037176290470308793,0.0037176290470308793,0.8956609299671772,0.0,0.8956609299671772,0.8956609299671772,0.004233073184637911,0.0690165926272359,0.8993465264714764,-0.3571882874851262,-0.530133639913962,0.0,-0.530133639913962,-0.530133639913962,-0.5957048776129603,0.0,-0.5957048776129603,-0.5957048776129603,-0.5563076619155659,0.026289612433721382,-0.4555835648854658,-0.6000000000000001,3090000,3090,1000.0,0.0,1000,1000,-0.5955534301103742,0.07306221671374362,0.4421794470207516,-1.0374605391026777,-595.5534301103853,0.8623794904325164,-594.6161410663298,-597.0665949642046,1.0,0.0,1.0,1.0,5,-595.5534301103853,0.0,0.0,0.0,0.0,0.9104706356310629,0.07626936659760636,1.0107862271741985,0.830704698392196,0.004446569889625827,0.0730622167137436,1.0421794470207517,-0.43746053910267757,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004698183000073186,2.136642342000414,0.4384377749993291,0.01783761600017897,0.006908777000717237,5.862780935000046,8.467305628000759,5188.579771227982,617
620000,0.01936151,0.019753247,63.705673,-63.680916,0.43823263,-62.246967,-66.256195,-63.682846,0.4437665,-62.208252,-66.29266,-63.64917,0.44399315,-62.55,-66.59719,0.01936151,0.042308226,0.5914799,4.4057379e-07,0.019753246,0.045552894,0.652529,1.2322707e-06,1.0,0.0,1.0,1.0,620000,620,1000.0,0.0,1000,1000,-0.5503015209166021,0.07828584455768758,0.7722733070949708,-0.8545569539222375,-550.3015209166015,0.0,-550.3015209166015,-550.3015209166015,0.9602768153129273,0.05756758706777971,1.0,0.620117377117074,1,-550.3015209166015,0.02615162877130317,0.0,0.02615162877130317,0.02615162877130317,1.153834302855522,0.0,1.153834302855522,1.153834302855522,0.004965832548404523,0.075268096890288,1.3582410579077149,-0.29943223014755993,-0.5862774305354218,0.0,-0.5862774305354218,-0.5862774305354218,-0.5365713380708502,0.0,-0.5365713380708502,-0.5365713380708502,-0.5552673534650067,0.02570255630170353,-0.44273659278733457,-0.6000000000000001,3095000,3095,1000.0,0.0,1000,1000,-0.5959683290072948,0.07118436543807813,0.5419124111466276,-1.0323961237821473,-595.9683290073059,0.5637764074887333,-595.106306264303,-596.8078730342313,1.0,0.0,1.0,1.0,5,-595.9683290073059,0.0,0.0,0.0,0.0,0.9148972623377272,0.12576553171766958,1.1163195454447887,0.7594731700639027,0.004031670992705276,0.07118436543807813,1.1419124111466277,-0.4323961237821472,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004679842999394168,2.162946815000396,0.44747308200021507,0.0187576899988926,0.006963687999814283,5.902761835999627,8.543582953998339,5197.12648397098,618
621000,0.020115143,0.019325545,63.677757,-63.5866,0.25177574,-62.004482,-66.23591,-63.593094,0.24635464,-62.08872,-66.220795,-63.59833,0.29440197,-61.384296,-66.42065,0.02011514,0.045773238,0.4594635,5.4147677e-08,0.019325545,0.045512337,0.49621034,8.5221836e-07,1.0,0.0,1.0,1.0,621000,621,1000.0,0.0,1000,1000,-0.5498903010295298,0.07709330355101009,0.3212961229110569,-0.8690117663636319,-549.8903010295294,0.0,-549.8903010295294,-549.8903010295294,0.9597185579236381,0.0583590920029853,1.0,0.6271499945106567,1,-549.8903010295294,0.0025939593857959853,0.0,0.0025939593857959853,0.0025939593857959853,0.8997946850626517,0.0,0.8997946850626517,0.8997946850626517,0.0047889953959344735,0.07448817250433433,0.9165937850304614,-0.37331784392276024,-0.5191100407453195,0.0,-0.5191100407453195,-0.5191100407453195,-0.5991313906622244,0.0,-0.5991313906622244,-0.5991313906622244,-0.5546792964254643,0.02649934295244832,-0.44577268010440624,-0.6000000000000001,3100000,3100,1000.0,0.0,1000,1000,-0.5946260654218005,0.08202278151384723,1.1158174045658913,-1.0489030268096418,-594.6260654218116,1.0748780397539748,-593.016673678953,-595.5899282825691,1.0,0.0,1.0,1.0,5,-594.6260654218116,0.0,0.0,0.0,0.0,1.041142860455266,0.20751387059914295,1.3606699744287536,0.7323105741078512,0.005373934578199363,0.08202278151384725,1.7158174045658914,-0.44890302680964167,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004749052999613923,2.1619998759997543,0.44602538799881586,0.018973063999510487,0.006958306999877095,5.90167017100066,8.540375858998232,5205.669964636978,619
622000,0.017706413,0.017735086,63.585632,-63.60019,0.431113,-60.18769,-66.26616,-63.59778,0.42941013,-60.281975,-66.218864,-63.606026,0.4179799,-60.74527,-66.29189,0.017706411,0.032176357,0.3108944,2.4592737e-07,0.017735086,0.03194547,0.2647845,7.1304385e-10,1.0,0.0,1.0,1.0,622000,622,1000.0,0.0,1000,1000,-0.5505172317579541,0.0736689610737345,0.21197551773596035,-0.9506506801199625,-550.5172317579543,0.0,-550.5172317579543,-550.5172317579543,0.9595367460173181,0.05863849339139442,1.0,0.6175565991051442,1,-550.5172317579543,-0.024946544012824923,0.0,-0.024946544012824923,-0.024946544012824923,0.6750232734834333,0.0,0.6750232734834333,0.6750232734834333,0.003972312160875414,0.07004037485156961,0.7613437066662337,-0.38189513878564507,-0.5944275711580803,0.0,-0.5944275711580803,-0.5944275711580803,-0.5171861784071833,0.0,-0.5171861784071833,-0.5171861784071833,-0.5544895439188294,0.02692920621221812,-0.45362667851872607,-0.6000000000000001,3105000,3105,1000.0,0.0,1000,1000,-0.5963945683774877,0.0708105761039806,0.8716904857960999,-1.035250345092264,-596.3945683774989,1.593181239234702,-594.4947957571006,-598.4629210694292,1.0,0.0,1.0,1.0,5,-596.3945683774989,0.0,0.0,0.0,0.0,0.9494664886368301,0.14804337276753018,1.1326871475959672,0.7557178986294686,0.0036054316225123508,0.0708105761039806,1.4716904857961,-0.435250345092264,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004720253000414232,2.1546318479995534,0.4497950330005551,0.015614591000485234,0.006926198000655859,5.883595695000622,8.515283618002286,5214.18840141498,620
623000,0.015781077,0.015745316,63.714592,-63.62931,0.41571823,-60.79562,-66.539154,-63.630836,0.4092645,-60.977337,-66.55937,-63.619614,0.44614455,-60.80399,-66.63713,0.015781077,0.033222493,0.4241699,1.0513759e-07,0.015745314,0.033564515,0.4347442,1.02678314e-07,1.0,0.0,1.0,1.0,623000,623,1000.0,0.0,1000,1000,-0.5501589148729015,0.0703019063553972,0.335650047655766,-0.8959591907607234,-550.1589148729018,0.0,-550.1589148729018,-550.1589148729018,0.9592229685999607,0.059307491485709116,1.0,0.6411694317299541,1,-550.1589148729018,0.04102042017978036,0.0,0.04102042017978036,0.04102042017978036,0.8264555005884723,0.0,0.8264555005884723,0.8264555005884723,0.0040167343487276,0.06585911156536656,0.9080507038291863,-0.3443000542625213,-0.5728304288001175,0.0,-0.5728304288001175,-0.5728304288001175,-0.5572155541985302,0.0,-0.5572155541985302,-0.5572155541985302,-0.5541756492216292,0.026507534709136853,-0.47160195424509094,-0.6000000000000001,3110000,3110,1000.0,0.0,1000,1000,-0.5967777964427889,0.06517014366589474,0.43176332481251967,-0.9928751761954259,-596.7777964428002,1.053269878591224,-595.6642000824446,-598.5112843276415,1.0,0.0,1.0,1.0,5,-596.7777964428002,0.0,0.0,0.0,0.0,0.8612896977655919,0.12281979342220453,0.9799249618102437,0.6290094555904135,0.003222203557211024,0.06517014366589474,1.0317633248125198,-0.3928751761954258,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004716043000371428,2.170290288000615,0.4426700499989238,0.017493880000984063,0.006911407001098269,5.891193557001316,8.533275225003308,5222.724717247984,621
624000,0.014916377,0.015768524,63.6494,-63.609337,0.4150028,-60.87029,-66.43573,-63.59606,0.41234437,-60.8432,-66.368454,-63.630497,0.4291612,-60.85157,-66.39082,0.014916378,0.024767617,0.1677716,7.7547156e-08,0.015768524,0.026804687,0.17717476,3.493915e-08,1.0,0.0,1.0,1.0,624000,624,1000.0,0.0,1000,1000,-0.5500572445987418,0.08174516102147539,0.35782019252698105,-0.9294791924132425,-550.0572445987426,0.0,-550.0572445987426,-550.0572445987426,0.9607192397139391,0.05824779852951834,1.0,0.6283342829024077,1,-550.0572445987426,0.03415087099043812,0.0,0.03415087099043812,0.03415087099043812,0.9046649274637372,0.0,0.9046649274637372,0.9046649274637372,0.005767313555296927,0.07804827308959522,0.9479524555186705,-0.34160341611971123,-0.5629946000974471,0.0,-0.5629946000974471,-0.5629946000974471,-0.5905087874237512,0.0,-0.5905087874237512,-0.5905087874237512,-0.5558245581540388,0.025933356857682895,-0.4656779324366282,-0.6000000000000001,3115000,3115,1000.0,0.0,1000,1000,-0.5944193324249498,0.08049603969285969,0.592516518803317,-1.0048242625768746,-594.4193324249609,0.5407493211658083,-593.6750066509437,-595.0791866901584,1.0,0.0,1.0,1.0,5,-594.4193324249609,0.0,0.0,0.0,0.0,0.9513703500341947,0.10623424070267733,1.1205609257566673,0.8307364852135241,0.00558066757505023,0.08049603969285969,1.192516518803317,-0.4048242625768744,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.0047420530008821515,2.17124831000001,0.43863975499880326,0.018020477999016293,0.006971327999053756,5.884573521001585,8.52419544499935,5231.252000709983,622
625000,0.017394647,0.017287299,63.65396,-63.61068,0.29141715,-62.38264,-66.69426,-63.608753,0.29397392,-62.370075,-66.74677,-63.58907,0.321746,-61.928078,-66.96628,0.017394647,0.057820827,0.8657096,3.6379788e-10,0.0172873,0.059970666,0.8892505,2.9467628e-08,1.0,0.0,1.0,1.0,625000,625,1000.0,0.0,1000,1000,-0.5520666296825172,0.06818154812319899,0.1400326470164205,-0.9061800939418325,-552.0666296825174,0.0,-552.0666296825174,-552.0666296825174,0.9604577912227814,0.05797941261728051,1.0,0.6133848990990283,1,-552.0666296825174,-0.0008917850247358583,0.0,-0.0008917850247358583,-0.0008917850247358583,0.47010312568518603,0.0,0.47010312568518603,0.47010312568518603,0.0034378389222759916,0.06308026585877154,0.6812132074987302,-0.32607630128662585,-0.5748804432608581,0.0,-0.5748804432608581,-0.5748804432608581,-0.529731838917358,0.0,-0.529731838917358,-0.529731838917358,-0.5555044686047932,0.026083684965320892,-0.456757030363065,-0.6000000000000001,3120000,3120,1000.0,0.0,1000,1000,-0.5954122064664785,0.07552496970123278,0.5021416439807003,-1.0347925982044333,-595.4122064664897,1.0784719842483497,-594.3567427247252,-597.3098332745511,1.0,0.0,1.0,1.0,5,-595.4122064664897,0.0,0.0,0.0,0.0,0.9202144185350803,0.08588112472656861,1.068476500007159,0.8008414895135694,0.0045877935335214386,0.07552496970123276,1.1021416439807004,-0.43479259820443317,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004722102999949129,2.1677732829994056,0.43866744300066784,0.019617932999608456,0.0069107870003790595,5.896407148000435,8.534098697000445,5239.789164984984,623
626000,0.016162746,0.017200243,63.658928,-63.631702,0.3799948,-61.44049,-66.59031,-63.631527,0.38137093,-61.377274,-66.591606,-63.61047,0.37322372,-62.023067,-66.48237,0.016162746,0.037578158,0.33939567,1.2153905e-06,0.017200243,0.041780185,0.41704977,2.3841858e-07,1.0,0.0,1.0,1.0,626000,626,1000.0,0.0,1000,1000,-0.5498014771178739,0.07982599628498621,0.7948302948459867,-0.8022585167107114,-549.8014771178745,0.0,-549.8014771178745,-549.8014771178745,0.960364851020284,0.05798562451102283,1.0,0.6525622843193666,1,-549.8014771178745,-0.03804729436680532,0.0,-0.03804729436680532,-0.03804729436680532,1.053099928738943,0.0,1.053099928738943,1.053099928738943,0.005596310717213501,0.07652500236146427,1.3948302948459868,-0.23413262304285865,-0.5807584555860473,0.0,-0.5807584555860473,-0.5807584555860473,-0.5804987606955618,0.0,-0.5804987606955618,-0.5804987606955618,-0.5553977878350873,0.026041545819454472,-0.45958827113976874,-0.6000000000000001,3125000,3125,1000.0,0.0,1000,1000,-0.5959031581672313,0.07117011132267903,0.834292163176658,-1.013759837983299,-595.9031581672424,0.9191729103168674,-594.9600281739637,-597.2110155981362,1.0,0.0,1.0,1.0,5,-595.9031581672424,0.0,0.0,0.0,0.0,0.9258390331919191,0.1074772944483888,1.0819702564595128,0.787483388231065,0.004096841832768779,0.07117011132267903,1.434292163176658,-0.4137598379832991,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.0047665729998698225,2.158522556999742,0.43989820999922813,0.018300493000424467,0.006907467000928591,5.8755191320015,8.503914432001693,5248.296159253985,624
627000,0.019558547,0.019684438,63.741974,-63.613148,0.42085698,-61.075287,-66.4397,-63.630974,0.43403533,-61.03686,-66.449585,-63.651203,0.42759183,-61.602,-66.55728,0.019558545,0.037550066,0.3279946,9.094947e-09,0.019684438,0.042404715,0.4692112,3.829613e-06,1.0,0.0,1.0,1.0,627000,627,1000.0,0.0,1000,1000,-0.5482125385710398,0.08911869513051514,0.4993408823664218,-1.0160115822252487,-548.2125385710405,0.0,-548.2125385710405,-548.2125385710405,0.9591957732528584,0.05851369163939243,1.0,0.6337069164810307,1,-548.2125385710405,0.007335178765224271,0.0,0.007335178765224271,0.007335178765224271,1.0559734633708189,0.0,1.0559734633708189,1.0559734633708189,0.005875691550211569,0.08566500520681808,1.0772905565899689,-0.4160115822252486,-0.5698006667825466,0.0,-0.5698006667825466,-0.5698006667825466,-0.556632581004397,0.0,-0.556632581004397,-0.556632581004397,-0.5540882301212514,0.025986007487408147,-0.44323605211824924,-0.6000000000000001,3130000,3130,1000.0,0.0,1000,1000,-0.5956149734103235,0.0729136107735845,0.46458319229600464,-1.025985123093763,-595.6149734103346,0.8022361002946334,-594.4613764891674,-596.3376749001465,1.0,0.0,1.0,1.0,5,-595.6149734103346,0.0,0.0,0.0,0.0,0.8701687001233577,0.07835336921540557,0.9873601236147694,0.7693003363365029,0.004385026589676463,0.07291361077358452,1.0645831922960047,-0.4259851230937631,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.0047215630002028774,2.1757940820007207,0.43901812300100573,0.0189263119991665,0.006966527998883976,5.893816431000232,8.539243039000212,5256.838522830989,625
628000,0.024110898,0.024940195,63.684452,-63.654594,0.208227,-61.675095,-65.73258,-63.646515,0.21338521,-61.599144,-65.73141,-63.6399,0.21399996,-63.120857,-65.88959,0.024110898,0.1491881,2.3744352,1.9244908e-07,0.024940193,0.16411844,2.6142714,9.784708e-08,1.0,0.0,1.0,1.0,628000,628,1000.0,0.0,1000,1000,-0.5481782149604019,0.09061073108250094,0.5910081410685777,-0.9811351046982278,-548.1782149604024,0.0,-548.1782149604024,-548.1782149604024,0.9597481632786754,0.059448567867511085,1.0,0.6320514575784393,1,-548.1782149604024,0.07511914319283108,0.0,0.07511914319283108,0.07511914319283108,1.0270724478214759,0.0,1.0270724478214759,1.0270724478214759,0.006612186522571501,0.08592412181644636,1.087300195260452,-0.3872049909719921,-0.5383566603306779,0.0,-0.5383566603306779,-0.5383566603306779,-0.5469246223636607,0.0,-0.5469246223636607,-0.5469246223636607,-0.5547904014829734,0.02650592633064905,-0.4251946985447746,-0.6000000000000001,3135000,3135,1000.0,0.0,1000,1000,-0.5956379946481162,0.07195627510712743,0.6161812987947639,-0.9854010804689768,-595.6379946481275,0.8323779760165311,-594.6103913300648,-596.6265844716276,1.0,0.0,1.0,1.0,5,-595.6379946481275,0.0,0.0,0.0,0.0,0.9408434301281459,0.07415915565677435,1.0223025370835321,0.804727898543533,0.004362005351883753,0.07195627510712743,1.216181298794764,-0.3854010804689767,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004711812000095961,2.149724007000259,0.4341019250005047,0.019356519000211847,0.006912186998306424,5.881354875999023,8.4961613259984,5265.337820535988,626
629000,0.022016997,0.023155667,63.592506,-63.63907,0.3380244,-61.266857,-66.05377,-63.62957,0.33538172,-61.241463,-66.01836,-63.61944,0.3864353,-60.991272,-66.306755,0.022016998,0.12488612,1.9896705,2.5355257e-07,0.023155665,0.13944276,2.2171617,1.00248144e-07,1.0,0.0,1.0,1.0,629000,629,1000.0,0.0,1000,1000,-0.5482491777151608,0.08749790761681663,0.7970621189214415,-0.9076605451734987,-548.2491777151614,0.0,-548.2491777151614,-548.2491777151614,0.9606558491917291,0.05797643792174101,1.0,0.6376656225627249,1,-548.2491777151614,-0.018400232622589607,0.0,-0.018400232622589607,-0.018400232622589607,1.164092671417607,0.0,1.164092671417607,1.164092671417607,0.007483379049064711,0.08484437384734256,1.369382682673083,-0.37218409310169953,-0.5220903842599872,0.0,-0.5220903842599872,-0.5220903842599872,-0.582809189810756,0.0,-0.582809189810756,-0.582809189810756,-0.5557325567642256,0.02641293484577398,-0.46308263639180186,-0.6000000000000001,3140000,3140,1000.0,0.0,1000,1000,-0.5955966987840094,0.0729025240567211,0.4961304151424135,-1.020591023279922,-595.5966987840206,0.48120685768752386,-595.0583311114237,-596.3626955347166,1.0,0.0,1.0,1.0,5,-595.5966987840206,0.0,0.0,0.0,0.0,0.8433780494225992,0.12560655466768494,1.0315267286217384,0.6405825871849027,0.004403301215990515,0.0729025240567211,1.0961304151424136,-0.42059102327992204,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004751332999148872,2.1724796859998605,0.4400575250001566,0.01660697500119568,0.006903797000632039,5.882042474000627,8.522841790001621,5273.863751292985,627
630000,0.022534603,0.022994712,63.7526,-63.557785,0.31505454,-61.558334,-66.584946,-63.554802,0.31590638,-61.62835,-66.64095,-63.64422,0.32826248,-62.06529,-66.81533,0.022534605,0.037462164,0.29116446,1.9069412e-06,0.022994712,0.037192557,0.30855486,2.2133463e-08,1.0,0.0,1.0,1.0,630000,630,1000.0,0.0,1000,1000,-0.5465054433214009,0.09524943674610095,0.597751354671566,-0.8620225762615584,-546.5054433214002,0.0,-546.5054433214002,-546.5054433214002,0.9595062888450788,0.05860264709887949,1.0,0.647555033486491,1,-546.5054433214002,0.0150760821834528,0.0,0.0150760821834528,0.0150760821834528,1.1186179829278253,0.0,1.1186179829278253,1.1186179829278253,0.007946509826750273,0.09148298378524616,1.1835378445568663,-0.2918390026790485,-0.5487107908014359,0.0,-0.5487107908014359,-0.5487107908014359,-0.566018512015335,0.0,-0.566018512015335,-0.566018512015335,-0.5544519531481511,0.02596132125755759,-0.40868229698249137,-0.6000000000000001,3145000,3145,1000.0,0.0,1000,1000,-0.5956891130092509,0.0723484787230099,0.8068976048438923,-1.0251308357756514,-595.6891130092621,0.90757767865886,-594.5821781292635,-596.8829981152523,1.0,0.0,1.0,1.0,5,-595.6891130092621,0.0,0.0,0.0,0.0,0.979724128031316,0.06348321323877953,1.0854318662158218,0.9145384423887248,0.004310886990749091,0.07234847872300988,1.4068976048438924,-0.4251308357756514,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004738853000162635,2.182849274000546,0.4399914309997257,0.015216214000247419,0.006953447000341839,5.882203535000372,8.531952754001395,5282.398798324986,628
